年龄,工作情况,教育,教育时间,婚姻状况,职业类型,家庭角色,民族,性别,投资收入,投资损失,工作天数,省份,Y
55,个体,高中生,9,已婚配偶异地,家政服务,离家,民族A,女,0,0,36,省份8,0
17,个体,初三,5,未婚,劳工保洁,其他关系,民族D,男,0,0,40,省份22,0
28,个体,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,35,省份8,0
27,个体,大学未毕业,10,未婚,执行主管,离家,民族D,男,0,0,45,省份8,0
24,个体,大学未毕业,10,未婚,技术支持,孩子,民族D,女,0,0,20,省份8,0
28,个体,大学未毕业,10,未婚,销售,离家,民族D,女,0,0,40,省份8,0
22,未知,大学生,13,未婚,未知,离家,民族D,女,0,0,23,省份8,0
34,个体,高三,8,未婚,管理文书,未婚,民族D,女,0,0,40,省份8,0
67,非有限责任公司,高中生,9,丧偶,其他职业,离家,民族D,女,0,0,30,省份8,0
36,个体,高中生,9,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,45,省份22,0
34,个体,大学生,13,离婚,专业技术,离家,民族D,女,0,0,50,省份8,1
29,个体,大学生,13,未婚,其他职业,离家,民族D,男,0,0,35,省份8,0
61,有限责任公司,大学未毕业,10,已婚平民配偶,销售,丈夫,民族D,男,0,0,40,省份8,0
18,个体,高二,7,未婚,其他职业,孩子,民族D,女,0,0,16,省份8,0
49,个体,初中一、二年级,4,未婚,机械操作,离家,民族B,男,0,0,45,省份40,0
36,中央部委,博士,16,未婚,专业技术,离家,民族D,男,0,0,45,省份8,0
31,中央部委,大学专科,12,未婚,管理文书,离家,民族D,女,3325,0,35,省份8,0
22,未知,大学未毕业,10,已婚平民配偶,未知,丈夫,民族D,男,0,0,6,省份8,0
26,个体,大学未毕业,10,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,0
46,地方政府,大学生,13,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,50,省份8,1
22,个体,高一,6,未婚,劳工保洁,孩子,民族D,男,0,0,40,省份8,0
43,个体,大学未毕业,10,离婚,管理文书,离家,民族D,男,0,0,45,省份8,0
32,个体,大学专科,12,未婚,销售,离家,民族A,男,0,0,50,省份8,0
21,未知,高一,6,未婚,未知,未婚,民族D,女,0,0,30,省份8,0
40,个体,大学生,13,未婚,专业技术,孩子,民族D,女,0,0,60,省份8,0
50,个体,博士,16,离婚,专业技术,其他关系,民族D,男,10520,0,50,省份8,1
54,地方政府,大学生,13,已婚平民配偶,专业技术,丈夫,民族D,男,7688,0,40,省份8,1
19,个体,大学未毕业,10,未婚,其他职业,其他关系,民族D,女,0,0,30,省份8,0
34,个体,大学专科,12,离婚,机械操作,离家,民族D,男,0,0,40,省份8,0
64,个体,大学未毕业,10,已婚平民配偶,销售,丈夫,民族D,男,0,0,40,省份8,0
20,个体,大学未毕业,10,未婚,技术支持,孩子,民族D,女,0,0,24,省份8,0
69,非有限责任公司,大学未毕业,10,丧偶,农业捕捞,离家,民族D,女,0,0,14,省份8,0
48,个体,准职业学位,11,已婚平民配偶,销售,丈夫,民族D,男,0,0,40,省份8,1
58,个体,大学生,13,已婚平民配偶,管理文书,丈夫,民族B,男,0,0,40,省份17,0
29,个体,大学生,13,未婚,执行主管,离家,民族D,女,0,0,55,省份8,0
17,个体,高二,7,未婚,其他职业,孩子,民族D,男,0,0,10,省份3,0
76,个体,高中生,9,已婚平民配偶,销售,丈夫,民族D,男,1424,0,24,省份8,0
39,地方政府,研究生,14,已婚平民配偶,专业技术,妻子,民族D,女,0,0,50,省份24,1
47,个体,高中生,9,丧偶,家政服务,离家,民族B,女,0,0,45,省份10,0
51,非有限责任公司,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,70,省份8,0
38,个体,研究生,14,已婚平民配偶,其他职业,丈夫,民族A,男,0,1485,40,省份31,0
23,个体,小学5、6年级,3,已婚平民配偶,其他职业,丈夫,民族D,男,0,0,40,省份22,0
45,个体,高中生,9,分居,机械操作,未婚,民族A,女,0,0,40,省份8,0
54,个体,小学5、6年级,3,已婚平民配偶,销售,丈夫,民族D,男,0,0,51,省份8,0
57,非有限责任公司,高中生,9,已婚平民配偶,农业捕捞,丈夫,民族D,男,0,0,30,省份8,0
31,个体,准职业学位,11,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,40,省份13,0
40,个体,大学生,13,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,45,省份33,1
57,非有限责任公司,大学生,13,已婚平民配偶,销售,丈夫,民族D,男,0,0,10,省份8,0
37,省政府,高中生,9,已婚平民配偶,管理文书,妻子,民族D,女,0,0,40,省份8,1
61,省政府,大学未毕业,10,已婚平民配偶,管理文书,丈夫,民族D,男,9386,0,40,省份8,1
32,个体,高中生,9,已婚平民配偶,运输,丈夫,民族D,男,7298,0,40,省份8,1
21,未知,大学未毕业,10,未婚,未知,孩子,民族D,女,0,0,25,省份8,0
49,有限责任公司,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,0
54,个体,高中生,9,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,40,省份8,1
28,个体,大学生,13,未婚,技术支持,离家,民族D,女,0,1980,35,省份8,0
36,个体,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,7298,0,50,省份8,1
63,个体,高中生,9,丧偶,执行主管,未婚,民族D,男,0,0,50,省份8,1
22,个体,大学生,13,未婚,销售,离家,民族D,女,0,0,20,省份8,0
45,地方政府,研究生,14,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,40,省份37,1
34,地方政府,高中生,9,离婚,运输,离家,民族C,男,0,0,40,省份8,0
41,个体,研究生,14,未婚,专业技术,离家,民族A,男,0,0,65,省份8,0
21,个体,高中生,9,未婚,其他职业,孩子,民族D,男,0,0,40,省份8,0
29,个体,大学未毕业,10,已婚平民配偶,其他职业,丈夫,民族D,男,0,0,40,省份8,0
29,个体,大学未毕业,10,未婚,管理文书,孩子,民族A,女,0,0,40,省份8,0
29,个体,大学生,13,未婚,销售,孩子,民族D,男,0,0,40,省份8,0
55,个体,大学生,13,已婚平民配偶,专业技术,丈夫,民族D,男,7298,0,40,省份8,1
29,中央部委,研究生,14,已婚平民配偶,管理文书,丈夫,民族D,男,0,0,36,省份8,0
33,个体,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,0
58,非有限责任公司,高中生,9,丧偶,农业捕捞,离家,民族D,男,0,0,80,省份8,0
22,个体,大学未毕业,10,未婚,其他职业,离家,民族D,女,0,0,35,省份8,0
17,个体,高二,7,未婚,运输,离家,民族D,男,0,0,40,省份8,0
17,个体,初三,5,未婚,劳工保洁,孩子,民族D,男,0,0,12,省份8,0
53,非有限责任公司,大学未毕业,10,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,30,省份8,0
46,个体,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,0
19,个体,高中生,9,未婚,销售,孩子,民族D,女,0,0,8,省份8,0
26,个体,大学未毕业,10,离婚,管理文书,未婚,民族D,女,0,0,38,省份8,0
45,个体,大学生,13,已婚配偶异地,专业技术,未婚,民族D,女,0,0,38,省份8,0
38,个体,大学未毕业,10,离婚,执行主管,未婚,民族A,男,0,0,60,省份8,0
17,未知,高一,6,未婚,未知,孩子,民族D,男,0,0,10,省份16,0
51,有限责任公司,高中生,9,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,70,省份8,1
36,地方政府,研究生,14,未婚,专业技术,离家,民族A,女,0,0,40,省份8,0
41,个体,高中生,9,已婚配偶异地,专业技术,离家,民族B,男,0,0,40,省份29,1
39,个体,高中生,9,已婚平民配偶,管理文书,妻子,民族A,女,0,0,50,省份8,0
38,个体,高中生,9,已婚平民配偶,运输,丈夫,民族D,男,0,0,50,省份8,1
20,个体,大学未毕业,10,未婚,管理文书,孩子,民族D,女,0,0,12,省份8,0
44,有限责任公司,大学生,13,已婚平民配偶,农业捕捞,丈夫,民族D,男,15024,0,65,省份8,1
37,非有限责任公司,高中生,9,已婚平民配偶,农业捕捞,丈夫,民族D,男,0,0,50,省份8,0
32,个体,初中一、二年级,4,离婚,其他职业,未婚,民族D,女,0,0,40,省份8,0
31,个体,大学未毕业,10,未婚,管理文书,其他关系,民族D,男,0,0,40,省份8,0
36,个体,研究生,14,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,45,省份8,1
27,个体,研究生,14,未婚,专业技术,离家,民族D,男,0,0,40,省份8,0
44,个体,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,65,省份8,1
39,非有限责任公司,高中生,9,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,40,省份8,0
39,个体,高二,7,离婚,运输,孩子,民族D,男,0,0,40,省份8,0
35,个体,大学未毕业,10,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,0
36,个体,高中生,9,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,40,省份8,1
32,个体,大学生,13,已婚平民配偶,销售,丈夫,民族D,男,0,0,44,省份8,0
37,未知,高中生,9,离婚,未知,离家,民族B,女,0,0,42,省份31,0
41,地方政府,大学未毕业,10,已婚平民配偶,管理文书,丈夫,民族D,男,0,0,40,省份8,1
34,个体,大学未毕业,10,未婚,技术支持,孩子,民族D,男,0,0,40,省份8,0
52,个体,准职业学位,11,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,0
56,个体,高二,7,离婚,机械操作,离家,民族D,女,0,0,40,省份8,0
35,个体,大学生,13,已婚平民配偶,销售,丈夫,民族D,男,15024,0,50,省份8,1
59,个体,高一,6,已婚配偶异地,保安,离家,民族B,男,0,0,40,省份26,0
55,地方政府,高中生,9,离婚,管理文书,未婚,民族D,男,0,0,40,省份8,0
53,个体,初三,5,已婚平民配偶,运输,丈夫,民族D,男,0,0,40,省份8,0
20,个体,大学未毕业,10,未婚,管理文书,孩子,其他,女,0,0,40,省份8,0
37,个体,高中生,9,离婚,销售,未婚,民族D,女,0,0,40,省份8,0
36,个体,高三,8,未婚,执行主管,离家,民族D,男,4650,0,50,省份8,0
58,个体,博士,16,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,50,省份8,1
24,个体,大学生,13,未婚,技术支持,孩子,民族D,男,0,0,40,省份8,0
19,个体,大学未毕业,10,未婚,管理文书,孩子,民族A,男,0,0,20,省份8,0
22,个体,高中生,9,未婚,其他职业,孩子,民族D,女,0,0,35,省份8,0
48,个体,高三,8,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,50,省份8,0
41,个体,高中生,9,已婚平民配偶,销售,丈夫,民族D,男,0,0,40,省份8,1
47,个体,准职业学位,11,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,1
25,个体,准职业学位,11,未婚,手工艺维修,孩子,民族D,男,0,0,40,省份8,0
31,个体,高中生,9,未婚,农业捕捞,孩子,民族D,女,0,0,40,省份8,0
45,个体,大学生,13,已婚平民配偶,专业技术,妻子,民族B,女,5178,0,40,省份17,1
18,个体,高中生,9,未婚,执行主管,其他关系,民族D,女,0,0,40,省份8,0
18,个体,大学未毕业,10,未婚,其他职业,孩子,民族D,男,0,0,30,省份8,0
26,个体,研究生,14,未婚,专业技术,离家,民族D,女,0,0,40,省份8,0
30,个体,大学未毕业,10,已婚平民配偶,销售,丈夫,民族D,男,0,0,50,省份8,0
35,个体,大学生,13,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,16,省份8,1
40,省政府,大学未毕业,10,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,1579,40,省份8,0
31,个体,高中生,9,已婚平民配偶,管理文书,妻子,民族D,女,0,0,40,省份8,0
42,个体,高中生,9,未婚,管理文书,其他关系,民族A,女,0,2339,40,省份18,0
26,个体,大学生,13,未婚,专业技术,离家,民族D,男,0,0,45,省份8,0
27,地方政府,高中生,9,未婚,保安,孩子,民族D,男,0,0,38,省份8,0
38,个体,准职业学位,11,未婚,技术支持,孩子,民族D,女,0,0,40,省份8,0
28,个体,大学专科,12,已婚平民配偶,管理文书,妻子,民族A,女,0,0,35,省份11,0
19,个体,高中生,9,未婚,管理文书,孩子,民族D,男,0,2001,40,省份8,0
27,未知,高中生,9,分居,未知,未婚,民族D,女,0,0,50,省份8,0
24,个体,大学未毕业,10,未婚,劳工保洁,孩子,民族A,男,0,0,40,省份8,0
42,个体,高中生,9,离婚,管理文书,孩子,民族D,女,0,0,40,省份8,0
56,个体,大学生,13,离婚,执行主管,离家,民族D,男,0,0,45,省份8,1
19,非有限责任公司,大学未毕业,10,未婚,农业捕捞,孩子,民族D,男,0,0,50,省份8,0
31,未知,高二,7,分居,未知,离家,民族A,男,0,0,40,省份8,0
56,省政府,研究生,14,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,40,省份23,1
48,中央部委,高中生,9,离婚,手工艺维修,孩子,民族D,男,8614,0,40,省份8,1
57,个体,小学5、6年级,3,离婚,其他职业,离家,民族D,女,0,0,40,省份8,0
27,中央部委,职高,15,未婚,专业技术,离家,民族D,男,0,0,70,省份8,0
50,个体,高中生,9,已婚配偶异地,执行主管,未婚,民族D,女,0,0,10,省份8,0
40,非有限责任公司,大学生,13,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,60,省份8,0
48,个体,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,15024,0,70,省份8,1
39,个体,高中生,9,离婚,运输,离家,民族D,男,0,0,40,省份8,0
19,未知,高一,6,未婚,未知,未婚,民族D,女,0,0,35,省份8,0
48,个体,大学未毕业,10,已婚平民配偶,管理文书,丈夫,民族D,男,0,0,40,省份8,1
31,个体,准职业学位,11,离婚,销售,孩子,民族D,女,0,0,38,省份8,0
39,个体,大学未毕业,10,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,55,省份8,0
40,非有限责任公司,大学专科,12,已婚平民配偶,农业捕捞,丈夫,民族D,男,0,0,50,省份8,1
49,地方政府,高中生,9,已婚平民配偶,机械操作,丈夫,民族A,男,0,0,40,省份8,1
57,省政府,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族A,男,0,0,40,省份8,1
33,个体,高中生,9,已婚平民配偶,运输,丈夫,民族D,男,0,0,40,省份8,0
56,个体,大学专科,12,离婚,管理文书,未婚,民族D,女,4101,0,40,省份8,0
27,地方政府,大学生,13,未婚,专业技术,离家,民族D,女,0,0,60,省份8,0
38,个体,大学生,13,未婚,执行主管,离家,民族D,男,2202,0,45,省份8,0
51,地方政府,高二,7,已婚平民配偶,劳工保洁,丈夫,民族A,男,0,0,40,省份8,0
46,个体,准职业学位,11,离婚,执行主管,未婚,民族D,女,0,0,45,省份8,0
27,个体,高中生,9,未婚,专业技术,离家,民族D,男,0,2444,40,省份8,1
37,个体,博士,16,已婚平民配偶,专业技术,妻子,民族D,女,0,0,35,省份8,0
48,个体,大学未毕业,10,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,40,省份8,0
42,个体,大学生,13,已婚平民配偶,销售,丈夫,民族D,男,0,0,60,省份8,0
40,个体,研究生,14,未婚,专业技术,离家,民族D,男,0,0,35,省份8,0
21,个体,高中生,9,未婚,劳工保洁,其他关系,民族D,男,0,0,38,省份25,0
47,地方政府,大学生,13,离婚,专业技术,离家,民族D,男,0,0,48,省份8,0
42,个体,研究生,14,已婚平民配偶,销售,丈夫,民族D,男,0,0,50,省份8,1
39,地方政府,高中生,9,分居,执行主管,未婚,民族D,男,0,0,40,省份8,0
41,个体,准职业学位,11,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,43,省份8,1
33,个体,高中生,9,未婚,机械操作,未婚,民族A,女,0,0,40,省份8,0
33,个体,高中生,9,未婚,运输,离家,民族D,男,2354,0,61,省份8,0
51,个体,准职业学位,11,离婚,销售,离家,民族D,男,0,0,46,省份8,1
41,个体,大学生,13,未婚,专业技术,离家,民族D,男,0,0,40,省份8,1
55,个体,初中一、二年级,4,丧偶,其他职业,未婚,民族D,女,0,0,20,省份31,0
23,个体,大学生,13,未婚,专业技术,孩子,民族D,男,0,0,60,省份8,0
27,个体,准职业学位,11,已婚平民配偶,管理文书,妻子,民族A,女,0,0,40,省份8,0
35,个体,准职业学位,11,未婚,管理文书,离家,民族A,女,0,0,40,省份8,0
23,个体,大学未毕业,10,未婚,其他职业,孩子,民族D,男,0,0,40,省份8,0
47,个体,高中生,9,离婚,执行主管,离家,民族D,女,0,1974,40,省份8,0
55,个体,初三,5,已婚平民配偶,机械操作,妻子,民族D,女,0,0,40,省份8,0
25,个体,高三,8,未婚,其他职业,孩子,民族A,男,0,0,40,省份8,0
42,省政府,研究生,14,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,40,省份8,1
23,个体,高一,6,未婚,手工艺维修,离家,民族D,女,0,0,40,省份8,0
42,个体,大学专科,12,已婚配偶异地,执行主管,未婚,民族B,女,0,0,31,省份40,0
43,个体,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,40,省份8,1
58,个体,高中生,9,已婚平民配偶,运输,丈夫,民族D,男,0,0,38,省份8,0
29,个体,大学专科,12,已婚平民配偶,技术支持,妻子,民族A,女,0,0,40,省份8,0
20,未知,大学专科,12,未婚,未知,离家,民族D,男,0,0,40,省份8,0
61,地方政府,研究生,14,未婚,专业技术,未婚,民族D,女,0,0,25,省份8,0
35,非有限责任公司,高中生,9,离婚,手工艺维修,孩子,民族C,男,0,0,15,省份8,0
21,个体,高中生,9,未婚,其他职业,其他关系,其他,女,0,0,35,省份5,0
50,非有限责任公司,高二,7,离婚,手工艺维修,未婚,民族D,男,0,0,40,省份31,0
57,个体,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,84,省份8,1
46,个体,大学生,13,离婚,销售,未婚,民族D,男,0,0,40,省份8,1
28,个体,高中生,9,未婚,管理文书,离家,民族A,女,0,0,40,省份8,0
21,未知,大学未毕业,10,未婚,未知,孩子,民族D,男,0,0,40,省份8,0
44,个体,大学专科,12,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,1
28,个体,大学生,13,已婚配偶异地,技术支持,未婚,民族A,女,0,0,40,省份8,0
49,个体,大学生,13,已婚平民配偶,执行主管,妻子,民族D,女,15024,0,35,省份8,1
31,个体,准职业学位,11,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,1
38,个体,准职业学位,11,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,40,省份8,0
29,个体,初中一、二年级,4,离婚,手工艺维修,未婚,民族D,女,0,0,55,省份8,0
30,个体,大学专科,12,已婚平民配偶,执行主管,妻子,民族D,女,0,0,50,省份10,1
30,个体,高中生,9,未婚,机械操作,孩子,民族D,男,0,0,45,省份8,0
21,个体,高中生,9,未婚,家政服务,离家,民族D,女,0,0,25,省份8,0
27,非有限责任公司,大学生,13,未婚,专业技术,离家,民族D,女,0,0,20,省份8,0
37,个体,高中生,9,离婚,其他职业,离家,民族D,女,0,0,30,省份8,0
24,个体,准职业学位,11,未婚,技术支持,孩子,民族D,女,0,0,38,省份8,0
